date,actual,feature_model
2016-05-20 18:00:00,78.33333333333333,156.11433
2016-05-20 19:00:00,65.0,118.741005
2016-05-20 20:00:00,70.0,78.764175
2016-05-20 21:00:00,65.0,73.38175
2016-05-20 22:00:00,53.333333333333336,64.877594
2016-05-20 23:00:00,45.0,60.03899
2016-05-21 00:00:00,48.333333333333336,57.027664
2016-05-21 01:00:00,51.666666666666664,60.153713
2016-05-21 02:00:00,56.666666666666664,58.187252
2016-05-21 03:00:00,48.333333333333336,59.03346
2016-05-21 04:00:00,56.666666666666664,58.182102
2016-05-21 05:00:00,51.666666666666664,58.36131
2016-05-21 06:00:00,60.0,61.47523
2016-05-21 07:00:00,56.666666666666664,75.32847
2016-05-21 08:00:00,208.33333333333334,77.802986
2016-05-21 09:00:00,310.0,147.71547
2016-05-21 10:00:00,383.3333333333333,240.02754
2016-05-21 11:00:00,431.6666666666667,253.37059
2016-05-21 12:00:00,228.33333333333334,262.52765
2016-05-21 13:00:00,343.3333333333333,272.341
2016-05-21 14:00:00,303.3333333333333,234.84889
2016-05-21 15:00:00,361.6666666666667,213.30359
2016-05-21 16:00:00,100.0,203.64363
2016-05-21 17:00:00,95.0,152.64964
2016-05-21 18:00:00,125.0,146.38072
2016-05-21 19:00:00,108.33333333333333,121.99064
2016-05-21 20:00:00,95.0,94.89771
2016-05-21 21:00:00,135.0,74.67404
2016-05-21 22:00:00,73.33333333333333,83.18352
2016-05-21 23:00:00,148.33333333333334,76.463554
2016-05-22 00:00:00,60.0,85.92423
2016-05-22 01:00:00,56.666666666666664,72.850334
2016-05-22 02:00:00,51.666666666666664,58.88517
2016-05-22 03:00:00,53.333333333333336,57.31591
2016-05-22 04:00:00,55.0,58.12969
2016-05-22 05:00:00,50.0,58.275543
2016-05-22 06:00:00,58.333333333333336,58.181484
2016-05-22 07:00:00,63.333333333333336,66.80666
2016-05-22 08:00:00,190.0,88.10151
2016-05-22 09:00:00,113.33333333333333,156.08418
2016-05-22 10:00:00,201.66666666666666,149.71335
2016-05-22 11:00:00,343.3333333333333,159.74652
2016-05-22 12:00:00,126.66666666666667,195.19138
2016-05-22 13:00:00,103.33333333333333,160.42465
2016-05-22 14:00:00,106.66666666666667,123.32484
2016-05-22 15:00:00,96.66666666666667,114.73707
2016-05-22 16:00:00,88.33333333333333,105.62658
2016-05-22 17:00:00,265.0,123.724335
2016-05-22 18:00:00,120.0,160.39998
2016-05-22 19:00:00,96.66666666666667,135.51366
2016-05-22 20:00:00,116.66666666666667,118.33496
2016-05-22 21:00:00,88.33333333333333,111.63653
2016-05-22 22:00:00,78.33333333333333,83.23709
2016-05-22 23:00:00,60.0,86.83812
2016-05-23 00:00:00,58.333333333333336,62.71207
2016-05-23 01:00:00,51.666666666666664,59.00609
2016-05-23 02:00:00,58.333333333333336,57.494953
2016-05-23 03:00:00,51.666666666666664,58.963512
2016-05-23 04:00:00,50.0,57.530205
2016-05-23 05:00:00,66.66666666666667,60.25482
2016-05-23 06:00:00,60.0,77.501015
2016-05-23 07:00:00,56.666666666666664,73.969574
2016-05-23 08:00:00,51.666666666666664,79.57996
2016-05-23 09:00:00,55.0,77.9976
2016-05-23 10:00:00,51.666666666666664,80.95972
2016-05-23 11:00:00,56.666666666666664,84.16987
2016-05-23 12:00:00,61.666666666666664,78.125435
2016-05-23 13:00:00,56.666666666666664,83.24687
2016-05-23 14:00:00,58.333333333333336,71.3035
2016-05-23 15:00:00,73.33333333333333,71.73343
2016-05-23 16:00:00,156.66666666666666,97.24733
2016-05-23 17:00:00,380.0,164.98714
2016-05-23 18:00:00,123.33333333333333,238.1087
2016-05-23 19:00:00,120.0,126.67884
2016-05-23 20:00:00,105.0,111.84093
2016-05-23 21:00:00,68.33333333333333,88.87371
2016-05-23 22:00:00,63.333333333333336,77.849266
2016-05-23 23:00:00,58.333333333333336,64.76728
2016-05-24 00:00:00,50.0,58.89252
2016-05-24 01:00:00,56.666666666666664,57.26415
2016-05-24 02:00:00,55.0,58.04655
2016-05-24 03:00:00,53.333333333333336,57.793705
2016-05-24 04:00:00,53.333333333333336,57.995872
2016-05-24 05:00:00,106.66666666666667,58.511646
2016-05-24 06:00:00,71.66666666666667,94.83647
2016-05-24 07:00:00,161.66666666666666,105.12644
2016-05-24 08:00:00,56.666666666666664,114.51945
2016-05-24 09:00:00,38.333333333333336,83.63341
2016-05-24 10:00:00,66.66666666666667,63.71684
2016-05-24 11:00:00,101.66666666666667,83.014946
2016-05-24 12:00:00,128.33333333333334,99.69337
2016-05-24 13:00:00,118.33333333333333,108.8353
2016-05-24 14:00:00,150.0,113.59322
2016-05-24 15:00:00,141.66666666666666,123.44574
2016-05-24 16:00:00,141.66666666666666,142.50456
2016-05-24 17:00:00,203.33333333333334,178.4075
2016-05-24 18:00:00,136.66666666666666,164.05736
2016-05-24 19:00:00,123.33333333333333,125.9692
2016-05-24 20:00:00,96.66666666666667,109.87485
2016-05-24 21:00:00,76.66666666666667,79.150185
2016-05-24 22:00:00,61.666666666666664,74.055595
2016-05-24 23:00:00,58.333333333333336,63.833252
2016-05-25 00:00:00,53.333333333333336,58.73329
2016-05-25 01:00:00,53.333333333333336,57.921566
2016-05-25 02:00:00,56.666666666666664,58.06742
2016-05-25 03:00:00,48.333333333333336,57.991776
2016-05-25 04:00:00,55.0,57.280483
2016-05-25 05:00:00,55.0,71.77615
2016-05-25 06:00:00,55.0,63.11572
2016-05-25 07:00:00,65.0,78.03388
2016-05-25 08:00:00,83.33333333333333,79.0705
2016-05-25 09:00:00,90.0,102.21898
2016-05-25 10:00:00,78.33333333333333,98.276276
2016-05-25 11:00:00,50.0,99.97196
2016-05-25 12:00:00,60.0,72.11639
2016-05-25 13:00:00,71.66666666666667,80.49957
2016-05-25 14:00:00,80.0,99.31931
2016-05-25 15:00:00,80.0,100.67251
2016-05-25 16:00:00,231.66666666666666,101.4449
2016-05-25 17:00:00,118.33333333333333,166.13472
2016-05-25 18:00:00,156.66666666666666,166.02011
2016-05-25 19:00:00,118.33333333333333,122.959045
2016-05-25 20:00:00,190.0,116.09732
2016-05-25 21:00:00,56.666666666666664,106.773346
2016-05-25 22:00:00,53.333333333333336,62.056618
2016-05-25 23:00:00,53.333333333333336,58.648907
2016-05-26 00:00:00,53.333333333333336,57.47488
2016-05-26 01:00:00,55.0,57.47488
2016-05-26 02:00:00,50.0,57.683723
2016-05-26 03:00:00,56.666666666666664,57.24234
2016-05-26 04:00:00,50.0,58.062973
2016-05-26 05:00:00,56.666666666666664,58.344147
2016-05-26 06:00:00,61.666666666666664,61.244797
2016-05-26 07:00:00,100.0,71.514694
2016-05-26 08:00:00,156.66666666666666,101.284676
2016-05-26 09:00:00,276.6666666666667,116.40474
2016-05-26 10:00:00,265.0,182.68607
2016-05-26 11:00:00,243.33333333333334,192.09506
2016-05-26 12:00:00,221.66666666666666,185.85078
2016-05-26 13:00:00,75.0,172.7416
2016-05-26 14:00:00,68.33333333333333,123.428535
2016-05-26 15:00:00,61.666666666666664,91.13036
2016-05-26 16:00:00,495.0,88.278786
2016-05-26 17:00:00,440.0,220.56407
2016-05-26 18:00:00,215.0,248.13394
2016-05-26 19:00:00,223.33333333333334,203.83524
2016-05-26 20:00:00,91.66666666666667,193.65623
2016-05-26 21:00:00,76.66666666666667,83.12004
2016-05-26 22:00:00,70.0,76.91401
2016-05-26 23:00:00,65.0,71.44056
2016-05-27 00:00:00,60.0,63.826935
2016-05-27 01:00:00,58.333333333333336,61.055893
2016-05-27 02:00:00,50.0,58.523834
2016-05-27 03:00:00,58.333333333333336,57.384823
2016-05-27 04:00:00,58.333333333333336,58.934883
2016-05-27 05:00:00,58.333333333333336,61.03677
2016-05-27 06:00:00,63.333333333333336,65.8173
2016-05-27 07:00:00,111.66666666666667,81.41861
2016-05-27 08:00:00,130.0,112.549644
2016-05-27 09:00:00,251.66666666666666,119.81231
2016-05-27 10:00:00,251.66666666666666,159.64178
2016-05-27 11:00:00,310.0,195.51134
2016-05-27 12:00:00,185.0,196.7911
2016-05-27 13:00:00,265.0,174.05414
2016-05-27 14:00:00,101.66666666666667,186.33449
2016-05-27 15:00:00,76.66666666666667,135.11795
2016-05-27 16:00:00,135.0,112.7551
2016-05-27 17:00:00,180.0,148.72507
2016-05-27 18:00:00,430.0,172.29826
